Category,Diagnostic,Messages,FirstLogLine,Files
mesh_uv,"Asset ""gfx/models/portraits/m_legwear/asoiaf/asoiaf_generic/asoiaf_slippers_1/asoiaf_slippers_1.mesh"" has more than 3 UV channels. This is not supported and will be ignored.",1,1228,gfx/models/portraits/m_legwear/asoiaf/asoiaf_generic/asoiaf_slippers_1/asoiaf_slippers_1.mesh
mesh_uv,"Asset ""gfx/models/portraits/m_legwear/asoiaf/asoiaf_iron_isles/asoiaf_greyjoy_legs/asoiaf_greyjoy_legs.mesh"" has more than 3 UV channels. This is not supported and will be ignored.",1,1250,gfx/models/portraits/m_legwear/asoiaf/asoiaf_iron_isles/asoiaf_greyjoy_legs/asoiaf_greyjoy_legs.mesh
mesh_uv,"Asset ""gfx/models/portraits/m_legwear/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_legs_coa/asoiaf_ironborn_legs_coa.mesh"" has more than 3 UV channels. This is not supported and will be ignored.",1,1291,gfx/models/portraits/m_legwear/asoiaf/asoiaf_iron_isles/asoiaf_ironborn_legs_coa/asoiaf_ironborn_legs_coa.mesh
mesh_uv,UV-Set: 1 in mesh 'asoiaf_leather_boots_2Shape' in file 'gfx/models/portraits/m_legwear/asoiaf/asoiaf_generic/asoiaf_leather_boots_2/asoiaf_leather_boots_2.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.,1,1269,gfx/models/portraits/m_legwear/asoiaf/asoiaf_generic/asoiaf_leather_boots_2/asoiaf_leather_boots_2.mesh
mesh_uv,UV-Set: 1 in mesh 'asoiaf_nights_watch_cloak_1Shape' in file 'gfx/models/portraits/m_cloaks/asoiaf/asoiaf_nights_watch/asoiaf_nights_watch_cloak_1/asoiaf_nights_watch_cloak_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.,2,1302,gfx/models/portraits/m_cloaks/asoiaf/asoiaf_nights_watch/asoiaf_nights_watch_cloak_1/asoiaf_nights_watch_cloak_1.mesh
mesh_uv,UV-Set: 1 in mesh 'asoiaf_nights_watch_leatherShape' in file 'gfx/models/portraits/m_clothes/asoiaf/asoiaf_nights_watch/asoiaf_nights_watch_leather/asoiaf_nights_watch_leather.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.,1,1363,gfx/models/portraits/m_clothes/asoiaf/asoiaf_nights_watch/asoiaf_nights_watch_leather/asoiaf_nights_watch_leather.mesh
mesh_uv,UV-Set: 1 in mesh 'asoiaf_nights_watch_legsShape' in file 'gfx/models/portraits/m_legwear/asoiaf/asoiaf_nights_watch/asoiaf_nights_watch_legs/asoiaf_nights_watch_legs.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.,1,1307,gfx/models/portraits/m_legwear/asoiaf/asoiaf_nights_watch/asoiaf_nights_watch_legs/asoiaf_nights_watch_legs.mesh
mesh_uv,UV-Set: 1 in mesh 'asoiaf_red_keep_wallsShape' in file 'gfx/models/court/rooms/asoiaf_red_keep/asoiaf_court_red_keep.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.,1,1267,gfx/models/court/rooms/asoiaf_red_keep/asoiaf_court_red_keep.mesh
mesh_uv,UV-Set: 1 in mesh 'asoiaf_tywin_tunic_1Shape' in file 'gfx/models/portraits/m_clothes/asoiaf/asoiaf_westerlands/asoiaf_tywin_tunics/asoiaf_tywin_tunic_1/asoiaf_tywin_tunic_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.,1,1287,gfx/models/portraits/m_clothes/asoiaf/asoiaf_westerlands/asoiaf_tywin_tunics/asoiaf_tywin_tunic_1/asoiaf_tywin_tunic_1.mesh
mesh_uv,UV-Set: 1 in mesh 'f_asoiaf_manderly_armour_lowShape' in file 'gfx/models/portraits/f_clothes/asoiaf/asoiaf_north/asoiaf_manderly_armours/f_asoiaf_manderly_armour_low/f_asoiaf_manderly_armour_low.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.,2,1235,gfx/models/portraits/f_clothes/asoiaf/asoiaf_north/asoiaf_manderly_armours/f_asoiaf_manderly_armour_low/f_asoiaf_manderly_armour_low.mesh
mesh_uv,UV-Set: 1 in mesh 'f_asoiaf_nights_watch_cloak_1Shape' in file 'gfx/models/portraits/f_cloaks/asoiaf/asoiaf_nights_watch/f_asoiaf_nights_watch_cloak_1/f_asoiaf_nights_watch_cloak_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.,2,1236,gfx/models/portraits/f_cloaks/asoiaf/asoiaf_nights_watch/f_asoiaf_nights_watch_cloak_1/f_asoiaf_nights_watch_cloak_1.mesh
mesh_uv,UV-Set: 1 in mesh 'f_asoiaf_shoes_1Shape' in file 'gfx/models/portraits/f_legwear/asoiaf/asoiaf_generic/f_asoiaf_shoes_1/f_asoiaf_shoes_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.,1,1288,gfx/models/portraits/f_legwear/asoiaf/asoiaf_generic/f_asoiaf_shoes_1/f_asoiaf_shoes_1.mesh
mesh_uv,UV-Set: 1 in mesh 'f_asoiaf_westerlands_mourning_1Shape' in file 'gfx/models/portraits/f_clothes/asoiaf/asoiaf_westerlands/asoiaf_westerlands_mourning_1/f_asoiaf_westerlands_mourning_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.,1,1268,gfx/models/portraits/f_clothes/asoiaf/asoiaf_westerlands/asoiaf_westerlands_mourning_1/f_asoiaf_westerlands_mourning_1.mesh
mesh_uv,UV-Set: 2 in mesh 'asoiaf_nights_watch_cloak_1Shape' in file 'gfx/models/portraits/m_cloaks/asoiaf/asoiaf_nights_watch/asoiaf_nights_watch_cloak_1/asoiaf_nights_watch_cloak_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.,1,1303,gfx/models/portraits/m_cloaks/asoiaf/asoiaf_nights_watch/asoiaf_nights_watch_cloak_1/asoiaf_nights_watch_cloak_1.mesh
mesh_uv,UV-Set: 2 in mesh 'asoiaf_storms_end_chapletsShape' in file 'gfx/models/court/rooms/asoiaf_storms_end/asoiaf_court_storms_end.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.,7,1371,gfx/models/court/rooms/asoiaf_storms_end/asoiaf_court_storms_end.mesh
mesh_uv,UV-Set: 2 in mesh 'asoiaf_storms_end_decorationsShape' in file 'gfx/models/court/rooms/asoiaf_storms_end/asoiaf_court_storms_end.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.,4,1396,gfx/models/court/rooms/asoiaf_storms_end/asoiaf_court_storms_end.mesh
mesh_uv,UV-Set: 2 in mesh 'asoiaf_storms_end_wallsShape' in file 'gfx/models/court/rooms/asoiaf_storms_end/asoiaf_court_storms_end.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.,10,1386,gfx/models/court/rooms/asoiaf_storms_end/asoiaf_court_storms_end.mesh
mesh_uv,UV-Set: 2 in mesh 'f_asoiaf_nights_watch_cloak_1Shape' in file 'gfx/models/portraits/f_cloaks/asoiaf/asoiaf_nights_watch/f_asoiaf_nights_watch_cloak_1/f_asoiaf_nights_watch_cloak_1.mesh' has no valid triangle to use when calculating texture streaming factor. Texture streaming needs a triangle with an area.,1,1237,gfx/models/portraits/f_cloaks/asoiaf/asoiaf_nights_watch/f_asoiaf_nights_watch_cloak_1/f_asoiaf_nights_watch_cloak_1.mesh
modifier_unused,asoiaf_Karstark_4_modifier,1,10784,
modifier_unused,asoiaf_oathkeeper_modifier,1,10782,
modifier_unused,asoiaf_stark_throne_modifier,1,10783,
orphan_events,asoiaf_mega_war_events.0001,1,10838,
orphan_events,asoiaf_young_griff_landing_events.2,1,10839,
portrait_rules,"Error: ""Unexpected token: accesory, near line: *""",1,9935,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt
portrait_rules,"Error: ""Unknown trigger: is_character_baratheon_3, near line: *""",2,9954,gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt
portrait_rules,"Error: ""Unknown trigger: is_character_baratheon_4, near line: *""",2,9956,gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt
portrait_rules,"Error: ""Unknown trigger: is_character_baratheon_5, near line: *
Unknown trigger: is_character_baratheon_6, near line: *
Unknown trigger: is_character_baratheon_7, near line: *""",2,9958,gfx/portraits/portrait_modifiers/asoiaf_headgear_crowns.txt
portrait_rules,"Error: ""Unknown trigger: liege.has_religion, near line: *""",2,9942,gfx/portraits/portrait_modifiers/asoiaf_clothes.txt
portrait_rules,"Error: ""Unknown trigger: portrait_wear_lannister_armour_torso_courtiers, near line: *""",1,9895,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt
portrait_rules,Failed to find a valid event target link 'has_religion',2,9941,gfx/portraits/portrait_modifiers/asoiaf_clothes.txt
portrait_templates,Can't find accessory 'male_clothes_religious_catholic_high_1' in gene template religious_catholic_high_clothes,1,9940,gfx/portraits/portrait_modifiers/asoiaf_clothes.txt
portrait_templates,Can't find accessory 'male_hair_fp1_09' in gene template agot_all_hairstyles,1,9948,gfx/portraits/portrait_modifiers/asoiaf_hairs_custom_flags.txt
portrait_templates,Can't find accessory 'male_legwear_asoiaf_hound_legs' in gene template asoiaf_all_legwears,1,9945,gfx/portraits/portrait_modifiers/asoiaf_clothes_armor.txt
portrait_templates,Can't find accessory 'male_legwear_asoiaf_kingsguard_legs_1' in gene template asoiaf_all_legwears,1,9964,gfx/portraits/portrait_modifiers/asoiaf_legwear_armour.txt
portrait_templates,Can't find accessory 'male_legwear_asoiaf_kingsguard_legs_2' in gene template asoiaf_all_legwears,1,9965,gfx/portraits/portrait_modifiers/asoiaf_legwear_armour.txt
portrait_templates,Failed to find accessory group for asoiaf_fots_religious_clothes,1,9939,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt
portrait_templates,Mismatch in gene type - only accessory is expected here,1,9762,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt
portrait_templates,Need a value set,1,9936,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt
portrait_templates,could not find gene [secondary_headgear],1,9760,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt
portrait_templates,could not find template [asoiaf_fots_religious_clothes],1,9938,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt
portrait_templates,could not find template [body_hair_average],1,9818,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt
portrait_templates,could not find template [complexion_beauty_2],1,9809,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt
portrait_templates,could not find template [dragon_horns_small],2,9946,gfx/portraits/portrait_modifiers/asoiaf_dragon_appearance_flags.txt
portrait_templates,could not find template [head_top_height_neg],5,9949,gfx/portraits/portrait_modifiers/asoiaf_headgear_armor.txt
portrait_templates,could not find template [high_valyrian_war_legwear],1,9966,gfx/portraits/portrait_modifiers/asoiaf_legwear_armour.txt
portrait_templates,could not find template [no_headgear],2,9763,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt
portrait_templates,could not find template [none],166,9765,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt
portrait_templates,could not find template [one_eyed_gem_saphire],1,9767,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt
portrait_templates,could not find template [stormlands_war_04_legwear],1,9967,gfx/portraits/portrait_modifiers/asoiaf_legwear_armour.txt
portrait_templates,gene is invalid,1,9761,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt
variable_not_set,asoiaf_Stark_100_cc,2,10715,
variable_not_set,asoiaf_Stark_101_cc,2,10705,
variable_not_set,asoiaf_Stark_102_cc,2,10720,
variable_not_set,asoiaf_Stark_103_cc,2,10729,
variable_not_set,asoiaf_Stark_10_cc,2,10724,
variable_not_set,asoiaf_Stark_11_cc,2,10712,
variable_not_set,asoiaf_Stark_1_cc,2,10707,
variable_not_set,asoiaf_Stark_2_cc,2,10703,
variable_not_set,asoiaf_Stark_3_cc,2,10717,
variable_not_set,asoiaf_Stark_4_cc,2,10725,
variable_not_set,asoiaf_Stark_5_cc,2,10718,
variable_not_set,asoiaf_Stark_6_cc,2,10719,
variable_not_set,asoiaf_Stark_7_cc,2,10734,
variable_not_set,asoiaf_Stark_84_cc,2,10693,
variable_not_set,asoiaf_Stark_86_cc,2,10733,
variable_not_set,asoiaf_Stark_87_cc,2,10709,
variable_not_set,asoiaf_Stark_88_cc,2,10714,
variable_not_set,asoiaf_Stark_8_cc,2,10692,
variable_not_set,asoiaf_Stark_94_cc,2,10722,
variable_not_set,asoiaf_Stark_95_cc,2,10711,
variable_not_set,asoiaf_Stark_96_cc,2,10694,
variable_not_set,asoiaf_Stark_97_cc,2,10698,
variable_not_set,asoiaf_Stark_98_cc,2,10728,
variable_not_set,asoiaf_Stark_99_cc,2,10702,
variable_not_set,asoiaf_Stark_9_cc,2,10713,
variable_not_set,asoiaf_targaryen_invasion_claimant,2,10778,
variable_not_set,faegon_main_character,2,10723,
variable_not_set,is_jon_snow,2,10697,
variable_not_set,kingsguard_armour,2,10699,
variable_unused,agot_faegon_jae_birth_year,2,10748,
variable_unused,agot_faegon_jon_snow_char,2,10755,
variable_unused,asoiaf_canon_children_Arryn_3_born_variable,2,10746,
variable_unused,asoiaf_canon_children_Arryn_80_born_variable,2,10762,
variable_unused,asoiaf_canon_children_Arryn_84_born_variable,2,10752,
variable_unused,asoiaf_canon_children_Baelish_2_born_variable,2,10744,
variable_unused,asoiaf_canon_children_Baratheon_75_born_variable,2,10760,
variable_unused,asoiaf_canon_children_Baratheon_baby_born_variable,2,10750,
variable_unused,asoiaf_canon_children_Cole_11_born_variable,2,10738,
variable_unused,asoiaf_canon_children_Dayne_1_born_variable,2,10774,
variable_unused,asoiaf_canon_children_Greyjoy_5_born_variable,2,10769,
variable_unused,asoiaf_canon_children_Hightower_90_born_variable,2,10767,
variable_unused,asoiaf_canon_children_Karstark_4_born_variable,2,10741,
variable_unused,asoiaf_canon_children_Lannister_129_born_variable,2,10777,
variable_unused,asoiaf_canon_children_Martell_4_born_variable,2,10768,
variable_unused,asoiaf_canon_children_Reed_1_born_variable,2,10739,
variable_unused,asoiaf_canon_children_Stark_1_born_variable,2,10756,
variable_unused,asoiaf_canon_children_Stark_84_born_variable,2,10761,
variable_unused,asoiaf_canon_children_Strong_28_born_variable,2,10766,
variable_unused,asoiaf_canon_children_Strong_29_born_variable,2,10757,
variable_unused,asoiaf_canon_children_Targaryen_27_born_variable,2,10740,
variable_unused,asoiaf_canon_children_Targaryen_28_born_variable,2,10742,
variable_unused,asoiaf_canon_children_Targaryen_29_born_variable,2,10776,
variable_unused,asoiaf_canon_children_Targaryen_95_born_variable,2,10751,
variable_unused,asoiaf_canon_children_Targaryen_96_born_variable,2,10764,
variable_unused,asoiaf_canon_children_Tarly_1_born_variable,2,10775,
variable_unused,asoiaf_canon_children_Tully_1_born_variable,2,10772,
variable_unused,asoiaf_canon_children_Tully_9_born_variable,2,10773,
variable_unused,asoiaf_canon_children_Tyrell_4_born_variable,2,10759,
variable_unused,asoiaf_canon_children_Velaryon_31_born_variable,2,10771,
variable_unused,asoiaf_is_krakenfall,2,10749,
variable_unused,asoiaf_is_needle,2,10735,
variable_unused,asoiaf_is_red_vipers_spear,2,10754,
variable_unused,color,2,10765,
variable_unused,color_grading,2,10770,
variable_unused,dark_sister_artifact,2,10745,
