LogLine,Category,Attribution,Symbols,Evidence,SourceMods,Component,OriginalOwner,Files,Message
9837,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 5060 (asoiaf_custom_character_colourations)
9838,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 5234 (asoiaf_custom_character_colourations)
9839,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 5240 (asoiaf_custom_character_colourations)
9840,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 5246 (asoiaf_custom_character_colourations)
9841,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 5252 (asoiaf_custom_character_colourations)
9842,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 5258 (asoiaf_custom_character_colourations)
9843,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 5362 (asoiaf_custom_character_colourations)
9844,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 5368 (asoiaf_custom_character_colourations)
9845,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 5374 (asoiaf_custom_character_colourations)
9846,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 5380 (asoiaf_custom_character_colourations)
9847,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 5386 (asoiaf_custom_character_colourations)
9848,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6158 (asoiaf_custom_character_colourations)
9849,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6164 (asoiaf_custom_character_colourations)
9850,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6176 (asoiaf_custom_character_colourations)
9851,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6182 (asoiaf_custom_character_colourations)
9852,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6252 (asoiaf_custom_character_colourations)
9853,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6258 (asoiaf_custom_character_colourations)
9854,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6264 (asoiaf_custom_character_colourations)
9855,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6270 (asoiaf_custom_character_colourations)
9856,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6334 (asoiaf_custom_character_colourations)
9857,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6340 (asoiaf_custom_character_colourations)
9858,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6346 (asoiaf_custom_character_colourations)
9859,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6352 (asoiaf_custom_character_colourations)
9860,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6358 (asoiaf_custom_character_colourations)
9861,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6492 (asoiaf_custom_character_colourations)
9862,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6498 (asoiaf_custom_character_colourations)
9863,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 6504 (asoiaf_custom_character_colourations)
9864,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7292 (asoiaf_custom_character_colourations)
9865,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7298 (asoiaf_custom_character_colourations)
9866,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7304 (asoiaf_custom_character_colourations)
9867,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7726 (asoiaf_custom_character_colourations)
9868,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7732 (asoiaf_custom_character_colourations)
9869,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7738 (asoiaf_custom_character_colourations)
9870,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7744 (asoiaf_custom_character_colourations)
9871,portrait_templates,Direct file,,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,,dnamodifier.cpp:330,AGOT+ | Исправления совместимости,gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt,could not find template [none]. file: gfx/portraits/portrait_modifiers/asoiaf_character_custom_flags.txt line: 7750 (asoiaf_custom_character_colourations)
